,QuestionText_nchars,VerfiedBuyersWithLanguage,NonEmployeeAnswersWithinWeek
14838,102,0,0
14839,29,188,1
14840,41,0,0
14841,128,542,1
14842,54,26,1
14843,41,3,0
14844,31,7,0
14845,179,155,1
14846,123,28,2
14847,34,1,0
14848,48,323,1
14849,26,25,1
14850,156,0,1
14851,37,47,1
14852,72,28,1
14853,40,210,2
14854,166,2,0
14856,87,180,2
14857,118,180,1
14858,43,61,1
14859,191,11,1
14860,58,45,0
14861,113,58,2
14862,69,8,1
14863,93,1707,0
14864,88,180,1
14865,95,20,0
14866,102,391,1
14867,32,7,0
14868,40,28,0
14869,128,13,0
14870,45,64,0
14871,58,87,1
14872,85,1,0
14873,21,8227,1
14874,21,8227,2
14875,68,1,0
14876,119,240,0
14877,174,536,1
14878,50,439,1
14879,112,8,1
14880,47,4,1
14881,61,104,1
14883,55,233,1
14884,49,442,1
14885,37,140,1
14886,72,92,1
14887,178,373,2
14888,45,4,0
14889,106,33,1
14890,97,353,1
14891,194,23,0
14892,52,3,2
14893,77,0,0
14894,31,6793,1
14895,70,1,1
14896,64,4,0
14897,62,4,1
14898,195,162,1
14899,35,860,1
14900,91,3,0
14901,29,484,1
14903,198,97,1
14904,173,96,1
14905,172,89,1
14906,47,21,1
14907,24,1,0
14908,138,67,0
14909,65,278,1
14910,60,286,2
14911,81,108,2
14912,129,1,1
14913,171,4,0
14914,89,0,0
14915,198,80,1
14916,141,97,2
14917,57,0,0
14918,45,2,0
14919,61,139,1
14920,46,165,1
14921,56,1,0
14922,157,20,0
14923,145,790,1
14925,45,14,1
14926,159,42,1
14927,36,1,0
14928,201,971,1
14929,102,1,0
14930,157,180,1
14931,55,47,0
14932,136,647,1
14933,51,53,1
14934,45,5,0
14935,108,20,0
14936,56,162,0
14937,54,237,1
14938,63,115,1
14939,86,0,0
14940,160,59,2
14941,176,12,2
14942,42,2,0
14944,184,753,1
14946,142,0,1
14948,41,410,1
14949,127,307,1
14950,149,71,1
14951,60,20,1
14952,135,6,1
14953,73,13,0
14954,84,501,1
14955,104,128,2
14956,65,7,0
14957,66,4,0
14958,163,69,2
14959,175,110,1
14960,74,36,1
14961,139,1366,1
14962,103,4,1
14963,55,15,1
14964,118,346,1
14965,87,66,1
14966,57,35,0
14967,68,437,1
14968,35,25,2
14969,161,16,0
14971,107,15,1
14972,186,111,1
14973,144,10,1
14974,156,0,1
14975,46,0,0
14976,101,47,1
14977,85,59,1
14978,87,4,1
14979,142,297,1
14980,113,33,1
14981,92,0,0
14983,136,32,1
14984,40,511,1
14985,103,13,0
14986,42,26,0
14987,47,1,0
14989,173,23,0
14990,156,36,1
14991,101,127,0
14993,111,93,1
14994,128,12,0
14995,88,15,0
14996,84,2,0
14997,94,0,0
14998,45,8,1
14999,173,197,1
15000,76,11,1
15001,56,18,0
15002,43,31,1
15003,114,36,1
15004,41,652,1
15005,99,13,0
15006,71,1,0
15007,74,1,0
15008,143,0,0
15009,214,69,3
15010,33,40,1
15011,80,1,0
15012,189,210,1
15013,115,23,1
15014,195,1077,1
15016,35,90,1
15017,182,8,1
15018,30,3,0
15019,62,91,1
15020,101,55,0
15022,135,2639,1
15023,94,13,0
15024,181,1,0
15025,102,48,1
15026,38,35,2
15027,29,1,0
15028,39,52,0
15029,112,126,0
15030,175,496,1
15031,41,57,1
15032,63,434,1
15033,39,89,0
15034,150,1187,1
15035,70,19,1
15036,60,1153,1
15037,120,0,0
15038,172,9,0
15039,80,0,0
15040,55,16,0
15041,15,55,1
15042,138,12,1
15043,159,670,1
15044,54,4,0
15045,28,11,0
15046,98,2,0
15047,78,9,1
15048,45,4,0
15049,137,1,1
15050,173,1,0
15051,170,1075,2
15052,60,130,0
15053,53,410,1
15054,77,404,2
15055,133,774,1
15056,67,9,0
15057,188,53,1
15058,72,45,2
15059,123,677,1
15060,177,419,2
15061,195,1525,1
15062,79,517,2
15063,43,655,1
15065,63,7,0
15067,183,10,0
15068,51,42,0
15069,198,103,1
15070,52,418,1
15071,33,0,0
15072,169,655,2
15073,79,5,0
15074,65,102,1
15075,63,0,0
15076,84,1,0
15077,141,493,1
15078,107,31,0
15079,19,653,1
15080,24,136,1
15081,166,23,1
15082,113,241,1
15083,58,42,1
15084,40,3,0
15085,184,24,2
15086,67,3,0
15087,96,6,1
15089,35,6,1
15090,69,25,0
15091,66,21,0
15092,244,6,0
15093,172,1,1
15094,198,7,0
15095,68,14,0
15096,179,9,1
15097,200,15,0
15098,199,15,0
15099,82,36,0
15100,86,30,2
15101,187,280,1
15102,63,213,1
15103,36,31,1
15104,52,334,1
15105,101,91,2
15106,29,28,0
15107,48,82,1
15108,94,6,0
15109,199,439,1
15110,70,70,1
15111,78,109,0
15112,57,1,0
15113,96,1485,1
15114,106,1,1
15115,53,30,1
15116,102,120,2
15117,96,49,1
15120,153,3,0
15121,201,1,1
15122,201,0,1
15123,117,5,1
15124,159,199,2
15125,117,1011,0
15126,52,1671,1
15128,39,23,2
15129,128,480,1
15130,176,1190,1
15131,49,13,0
15132,68,1,1
15133,141,754,2
15134,81,4,0
15135,110,0,0
15137,202,18,0
15138,76,87,2
15139,38,17,1
15140,78,31,2
15141,101,153,1
15142,136,156,3
15143,107,47,1
15144,97,4316,1
15145,31,11,1
15146,202,178,1
15147,95,36,1
15148,120,117,1
15149,115,0,0
15150,69,120,1
15151,69,52,1
15152,29,20,1
15153,94,9,0
15154,161,21,1
15155,90,49,1
15156,30,2,1
15157,82,70,1
15158,27,73,1
15159,240,703,1
15160,201,28,1
15162,86,317,1
15163,41,0,2
15164,40,0,0
15165,76,54,1
15166,119,1,0
15167,92,47,1
15168,38,5,0
15169,105,3616,1
15170,35,0,0
15171,57,1,1
15172,91,245,1
15173,186,101,1
15174,92,156,2
15176,123,0,0
15177,130,20,0
15178,169,75,0
15179,94,252,2
15180,44,0,0
15181,299,16,0
15182,49,252,1
15183,42,8,1
15184,75,755,1
15185,108,2,0
15187,50,0,0
15188,201,13,0
15189,49,21,0
15190,199,540,1
15191,44,3,0
15192,169,18,0
15193,50,14,1
15194,57,3,0
15195,52,516,1
15196,37,1,0
15197,200,2616,1
15198,41,25,1
15199,69,4,0
15200,112,68,1
15201,202,56,1
15202,38,1,0
15204,117,1,0
15205,171,28,1
15206,70,287,1
15207,61,173,0
15208,123,2,0
15209,57,5,2
15211,97,4,0
15212,145,4,0
15213,112,25,1
15214,115,296,0
15216,30,161,1
15217,87,0,3
15219,145,207,1
15220,32,64,1
15221,69,379,1
15222,102,638,1
15223,133,11,0
15224,129,13,1
15225,200,74,0
15226,79,23,1
15227,81,722,1
15228,168,6,1
15229,110,1,0
15230,75,53,0
15231,38,17,1
15233,65,110,1
15234,82,28,1
15235,31,3,0
15236,56,14,0
15238,191,439,1
15240,163,37,1
15241,190,28,0
15242,32,18,1
15244,42,20,1
15245,30,496,2
15246,50,0,0
15247,95,3,0
15248,187,8,1
15249,200,72,2
15250,68,1,0
15251,64,632,1
15252,52,4,0
15253,58,236,2
15254,18,0,0
15255,120,19,0
15256,55,6,0
15257,72,51,1
15258,201,2288,0
15260,67,386,1
15261,37,4,1
15262,32,20,1
15263,106,867,1
15264,39,61,1
15265,196,129,3
15266,63,107,1
15268,52,3,0
15270,43,550,1
15271,73,101,0
15272,16,852,1
15273,25,1,0
15274,153,74,1
15275,69,0,0
15277,144,244,0
15278,147,264,0
15281,43,61,1
15282,196,105,0
15283,44,252,1
15284,47,45,2
15285,13,4,0
15286,200,1629,3
15287,74,0,0
15288,135,56,1
15289,119,145,1
15290,87,7,0
15291,94,254,1
15292,130,61,1
15293,136,2627,2
15295,43,483,1
15296,69,432,2
15297,133,34,0
15298,75,32,1
15299,36,8,0
15300,76,46,1
15301,183,236,1
15302,36,18,1
15303,118,380,1
15304,72,237,1
15305,134,38,0
15306,91,63,0
15307,44,522,0
15308,112,96,1
15309,28,17,0
15310,158,47,1
15311,113,0,0
15312,40,0,0
15313,109,7,0
15314,110,23,0
15315,103,53,1
15316,200,1,0
15317,129,522,2
15318,60,40,1
15319,96,135,1
15320,186,2,0
15321,63,5,1
15323,54,9,1
15324,81,11,1
15325,90,213,1
15326,152,203,1
15327,118,8,0
15328,105,191,1
15329,176,137,3
15330,42,0,0
15331,79,5,0
15332,119,634,1
15333,168,5500,1
15334,81,1,1
15335,169,3,0
15336,88,449,1
15337,101,0,2
15338,37,37,1
15339,46,0,0
15340,169,117,4
15341,133,0,1
15342,76,0,0
15343,77,3,0
15344,34,1,0
15345,56,16,0
15346,103,492,1
15347,37,0,0
15348,183,372,2
15349,197,2,0
15350,61,16,1
15351,123,886,2
15357,42,17075,2
15358,127,0,0
15359,117,14,1
15360,122,3,1
15361,191,4,1
15362,33,0,0
15363,178,11,0
15364,40,65,0
15365,93,42,1
15367,156,13,0
15369,145,15,0
15370,75,2872,1
15371,51,353,1
15372,118,123,1
15373,28,105,1
15374,53,239,1
15375,126,4,0
15377,84,8,0
15378,154,56,0
15379,24,34,0
15380,134,3,0
15381,177,95,1
15382,72,0,0
15383,200,14,0
15384,45,58,1
15386,30,0,0
15387,84,249,1
15388,92,1111,1
15389,157,241,1
15390,156,104,2
15391,33,0,1
15392,66,110,1
15393,51,163,1
15394,118,309,1
15395,193,5,1
15396,182,135,1
15397,72,763,2
15398,42,252,0
15399,67,0,0
15400,68,272,1
15401,26,0,0
15402,48,497,1
15403,49,42,1
15404,98,26,1
15405,183,4,0
15406,67,6,1
15407,68,0,0
15408,42,104,0
15409,65,1,0
15410,83,16,1
15411,140,153,1
15412,65,212,1
15413,65,5,0
15414,100,88,1
15415,128,1,1
15416,198,112,1
15417,162,1283,1
15418,140,2,0
15419,200,522,1
15420,49,62,1
15421,55,6,1
15422,55,5,0
15423,18,1979,1
15424,87,125,0
15425,108,25,1
15427,50,45,1
15429,54,9,0
15430,53,10,0
15431,53,214,2
15432,62,396,1
15433,136,73,2
15434,40,25,1
15435,185,10,0
15436,39,59,1
15437,156,468,1
15438,44,277,2
15439,118,7,0
15440,170,2,0
15441,93,2433,1
15442,144,0,0
15444,74,61,1
15445,58,1510,2
15446,51,135,1
15447,51,2,0
15448,50,2,0
15449,42,7,0
15450,200,9,0
15451,151,336,1
15452,101,55,1
15454,182,13,2
15455,29,372,2
15457,136,1,0
15458,59,10,0
15459,178,275,1
15460,144,28,1
15461,86,12,2
15462,60,24,0
15463,200,0,0
15464,75,17,1
15465,200,524,1
15466,71,0,0
15467,52,1,1
15468,107,8,1
15469,137,1544,4
15470,129,1246,1
15471,50,9,1
15472,133,3,1
15473,87,338,1
15474,38,42,1
15475,38,32,1
15476,54,1681,1
15477,106,157,1
15478,66,1,0
15479,98,188,0
15480,44,53,1
15482,168,503,1
15483,115,37,1
15484,87,47,0
15485,165,1004,1
15486,144,1291,1
15487,104,133,0
15488,77,36,1
15489,39,3,0
15490,61,0,0
15491,77,5,0
15492,200,58,1
15493,72,11,1
15494,119,53,3
15495,90,112,0
15496,200,66,1
15497,17,15,0
15498,48,215,0
15500,60,72,1
15501,70,7,2
15503,183,44,0
15504,193,891,1
15505,120,491,1
15506,173,1,0
15507,27,783,3
15508,100,93,1
15509,83,8,0
15510,59,0,0
15511,81,0,0
15512,93,33,2
15514,40,15,1
15515,62,66,1
15516,134,4,0
15517,147,906,0
15518,66,211,1
15519,48,10,1
15520,63,0,1
15521,45,33,0
15522,42,66,1
15524,44,5,1
15525,140,33,0
15526,65,0,0
15527,79,0,0
15528,195,0,1
15529,53,427,1
15530,100,783,1
15531,132,783,2
15532,132,15,2
15533,152,171,2
15534,58,0,0
15535,55,39,1
15538,69,535,1
15539,147,9062,2
15540,101,537,2
15541,42,79,1
15542,28,783,1
15543,59,1132,1
15544,30,293,0
15545,29,4,0
15546,154,0,0
15547,57,0,0
15548,65,91,1
15549,63,928,1
15550,90,38,2
15551,93,0,0
15552,186,218,2
15553,183,1986,1
15554,134,329,1
15555,59,0,0
15556,52,16,0
15557,66,36,0
15558,160,1136,1
15559,174,29,0
15560,50,3,0
15561,76,783,1
15562,105,88,1
15563,115,24,1
15564,134,0,0
15565,57,87,1
15566,45,783,2
15567,180,2745,0
15568,47,558,1
15569,47,7,1
15570,95,205,1
15572,117,42,1
15573,76,627,1
15576,135,69,2
15577,43,19,1
15578,116,2,1
15580,112,4,0
15581,24,16,1
15582,40,30,1
15583,112,10,0
15584,138,0,2
15585,123,181,2
15586,63,37,1
15587,37,10,1
15588,176,1,0
15589,100,3,0
15590,75,3,1
15591,76,5,1
15592,76,39,0
15593,52,349,1
15594,56,0,0
15595,181,106,1
15596,77,26,1
15597,155,31,0
15598,98,96,0
15599,177,371,2
15600,158,2,0
15601,48,7,0
15602,153,4,0
15603,200,7,2
15604,39,567,1
15605,47,19,0
15606,36,11,1
15607,93,3,0
15608,93,1,0
15609,21,7,1
15610,128,110,2
15611,53,293,0
15612,160,1070,1
15613,92,122,1
15614,77,146,1
15615,57,184,2
15616,105,0,0
15617,108,1560,1
15618,33,216,1
15619,54,3,1
15620,111,13208,1
15621,176,135,2
15622,44,464,1
15623,74,1699,1
15624,113,5,0
15625,142,26,1
15626,38,0,1
15627,36,11,0
15628,67,364,1
15629,67,19,1
15630,58,783,1
15631,134,135,1
15632,131,135,1
15633,44,0,0
15634,29,0,0
15635,125,119,1
15636,98,18,0
15637,160,3,0
15638,67,567,2
15639,200,105,4
15640,100,18,1
15641,139,9,1
15642,146,821,1
15643,92,334,2
15644,15,0,0
15645,77,0,0
15646,114,2,0
15647,62,17,2
15648,53,7,1
15649,86,744,1
15650,90,588,1
15651,50,39,0
15653,55,0,0
15654,32,23,1
15655,140,1711,1
15656,80,497,1
15657,172,318,1
15659,79,833,1
15660,40,854,2
15661,40,911,1
15662,55,75,2
15663,55,47,1
15664,83,166,1
15665,167,1723,2
15667,24,347,1
15668,193,0,0
15669,171,17139,1
15670,60,5,0
15671,108,81,1
15672,160,241,2
15673,75,9,1
15674,161,1021,1
15675,133,775,1
15676,183,6,0
15677,200,72,0
15678,57,12,1
15679,56,1,0
15680,190,149,2
15681,192,608,1
15682,194,8,1
15683,69,391,1
15684,179,4,0
15685,182,1,0
15686,94,586,1
15687,91,3,0
15689,187,6329,1
15690,27,54,0
15691,56,321,1
15693,96,27,1
15694,196,29,1
15695,94,2,0
15696,62,1,0
15698,97,32,1
15699,49,590,2
15701,75,20,1
15702,68,6,1
15703,199,40,0
15704,157,226,2
15705,42,0,1
15706,167,55,1
15707,156,308,2
15708,153,107,1
15709,43,145,1
15710,43,81,1
15711,39,83,1
15712,110,498,1
15713,41,258,1
15714,80,82,1
15715,65,0,0
15717,198,5,1
15718,181,1,0
15719,138,19,0
15720,49,5,0
15721,135,10,0
15722,29,0,0
15724,106,279,1
15725,146,22,2
15726,76,44,1
15727,93,160,1
15728,131,327,1
15729,82,3,0
15730,108,263,1
15731,29,8,0
15732,47,0,0
15733,197,771,1
15734,151,15,1
15735,57,8,0
15736,189,6,0
15738,106,6,1
15739,25,4,0
15740,57,91,1
15741,143,74,1
15743,197,547,2
15744,46,22,1
15745,50,1145,1
15746,56,131,1
15748,45,3,0
15749,182,5,2
15750,34,1,0
15752,119,110,1
15753,20,188,0
15755,189,9,0
15757,30,1,0
15758,197,1557,1
15759,61,164,1
15760,34,0,0
15761,197,130,1
15762,128,112,2
15763,157,8,1
15764,152,8,1
15765,77,95,1
15766,172,51,1
15767,42,773,1
15768,152,64,2
15769,75,17,3
15770,156,37,1
15771,192,10,1
15772,61,43,1
15773,43,26,1
15774,85,478,1
15775,187,16,1
15776,203,85,1
15777,70,1,0
15778,169,23,1
15779,136,100,1
15780,112,0,0
15781,112,662,0
15782,89,4,1
15783,93,21,1
15784,66,7,0
15785,81,7,0
15786,68,16,0
15788,155,36,1
15789,171,197,1
15790,31,134,1
15791,199,465,1
15792,76,59,2
15793,44,4,0
15794,88,30,0
15795,195,18,0
15796,123,12,0
15797,23,2,1
15798,31,16,1
15799,91,12,1
15800,154,1612,1
15801,89,123,1
15802,42,13,0
15803,77,56,3
15804,61,1,0
15805,53,3,0
15806,31,350,3
15807,217,10,0
15808,144,2,1
15809,63,6,1
15810,85,0,0
15811,195,207,1
15812,19,1409,1
15813,36,321,1
15815,81,154,1
15816,48,0,0
15817,40,27,1
15818,51,1,0
15819,167,0,0
15820,113,738,1
15821,80,276,1
15822,104,9,0
15823,163,1,0
15825,44,3,1
15826,135,0,0
15827,81,226,1
15828,73,1441,1
15829,41,0,0
15830,43,7,1
15831,186,27,1
15832,186,129,1
15833,193,450,1
15834,163,399,2
15835,84,0,0
15836,99,4,0
15837,200,1073,2
15838,204,0,1
15839,97,90,1
15840,83,19,1
15841,62,222,1
15842,134,254,3
15843,63,319,1
15844,54,16,1
15845,31,9,1
15846,97,968,1
15847,85,390,1
15848,50,82,1
15849,108,47,1
15850,62,3,1
15851,123,59,1
15852,86,14,1
15853,151,28,0
15854,154,522,1
15855,44,2,1
15856,46,43,1
15857,124,96,1
15858,29,117,3
15859,137,93,0
15860,86,739,2
15861,135,173,1
15862,44,152,1
15863,34,19,1
15864,50,124,1
15865,155,4760,1
15866,69,899,0
15867,192,142,2
15868,113,2,0
15869,191,162,1
15870,17,13,0
15871,136,217,2
15872,106,11,1
15873,37,21,0
15874,194,382,1
15875,86,14,1
15876,108,28,0
15877,39,70,0
15878,44,1244,1
15879,172,0,0
15880,30,3,0
15881,82,1,0
15882,63,12,0
15883,179,141,1
15884,90,86,1
15885,166,394,1
15886,128,57,2
15887,35,7,0
15888,199,233,3
15890,59,506,1
15892,152,93,0
15893,143,79,2
15894,198,1444,2
15895,65,70,1
15896,80,221,1
15897,32,0,0
15898,75,0,0
15899,169,1921,0
15900,88,675,1
15901,196,207,3
15902,191,498,0
15903,37,0,0
15904,45,508,1
15905,33,52,1
15906,62,5,2
15907,54,3,0
15908,138,1794,1
15909,59,230,1
15910,105,8,1
15912,42,1202,1
15913,104,4,0
15914,90,38,1
15915,85,4,0
15916,60,1,0
15917,47,27,0
15918,195,552,1
15919,115,320,2
15920,67,1,0
15921,44,244,2
15922,89,545,1
15923,71,2181,1
15924,51,4,1
15925,182,1918,1
15926,53,89,1
15927,180,3,0
15928,131,8,1
15929,98,61,1
15930,200,271,1
15931,44,31,1
15932,32,234,1
15933,99,408,1
15934,49,384,2
15935,55,172,1
15937,82,1,0
15938,83,49,1
15939,62,22,0
15940,182,1453,2
15941,134,412,1
15942,154,22,0
15944,104,32,0
15945,33,634,1
15946,66,18,1
15947,130,41,1
15948,157,10,0
15949,82,92,2
15950,197,154,1
15951,69,0,0
15952,30,2,0
15953,76,5,1
15954,193,223,1
15955,66,27,1
15956,50,0,0
15957,197,2276,2
15958,101,21,0
15959,196,54,1
15960,139,955,1
15961,92,4,0
15962,87,752,1
15963,39,905,1
15964,174,1657,1
15965,54,2,0
15966,123,2,0
15967,87,3,0
15968,91,6,0
15969,78,100,1
15970,9,0,0
15971,183,73,1
15972,151,0,0
15973,121,413,1
15974,64,790,1
15975,134,22,1
15976,120,11,2
15977,63,707,2
15978,134,1,0
15979,65,112,1
15980,51,31,0
15981,61,132,1
15982,89,0,0
15983,131,22,0
15984,170,44,1
15985,117,7,1
15986,106,132,1
15987,57,3,0
15988,172,41,1
15989,136,0,0
15990,53,146,1
15991,14,30,1
15992,169,759,1
15993,202,40,1
15994,191,54,2
15995,123,182,1
15996,48,0,0
15997,25,2,0
15998,84,5,1
15999,46,17,1
16001,82,57,1
16002,97,1,1
16003,158,4,0
16004,37,0,0
16005,175,8,0
16006,36,103,1
16007,83,75,1
16008,51,34,0
16009,46,34,1
16011,54,56,2
16012,163,1,0
16013,193,16,1
16014,26,2,0
16015,59,0,0
16016,73,8558,1
16017,38,0,0
16018,37,16,0
16019,93,183,1
16020,25,197,1
16022,128,31,1
16023,89,117,1
16025,172,531,0
16026,64,3,0
16027,52,53,1
16028,144,22,0
16029,172,19,0
16030,41,191,2
16031,34,0,0
16033,91,14,0
16034,68,11,1
16035,88,1,0
16036,106,547,1
16037,39,36,0
16038,42,2,0
16039,39,31,2
16040,119,95,1
16041,116,17,0
16042,28,1,0
16043,112,161,3
16044,52,4,0
16045,195,28,0
16046,29,218,1
16047,49,5,0
16048,44,4,0
16049,8,3,0
16050,130,176,1
16051,37,306,2
16052,156,17,0
16053,74,2,0
16054,143,68,1
16055,54,37,0
16056,65,4,1
16057,157,4,1
16058,108,667,1
16059,64,3,0
16060,29,0,0
16061,29,0,0
16062,74,0,0
16063,153,0,1
16066,100,32,1
16067,175,73,1
16068,44,101,1
16069,21,261,1
16070,68,7,0
16071,35,0,0
16072,69,2,1
16073,178,1,0
16074,69,53,1
16075,140,12,1
16076,58,177,1
16077,143,0,0
16078,64,10,0
16079,97,10,0
16080,127,222,1
16081,72,335,0
16082,219,1,0
16083,138,62,2
16084,99,4,0
16085,86,23,1
16086,92,34,1
16087,34,32,1
16088,28,16,0
16089,84,9,0
16091,56,1409,0
16092,58,3,1
16093,47,8,1
16094,53,7,0
16095,85,1,1
16096,36,54,0
16097,97,5,1
16098,156,593,1
16099,81,0,1
16100,135,108,3
16101,129,366,2
16102,135,10,1
16104,174,1,0
16105,197,1214,1
16108,88,79,0
16109,57,10,0
16110,175,18,1
16111,70,138,1
16112,40,542,1
16113,201,618,1
16114,101,24,0
16115,66,22,0
16116,162,22,2
16117,36,84,1
16120,51,50,2
16121,93,1563,1
16122,64,16,1
16123,36,5,1
16124,61,0,0
16125,32,11,0
16126,54,398,0
16127,32,11,1
16128,69,203,1
16129,48,24,1
16130,157,335,1
16131,180,65,1
16132,107,7,0
16133,129,54,1
16135,63,77,1
16136,77,47,2
16137,116,0,0
16138,101,668,1
16139,119,45,1
16140,22,562,1
16141,59,0,0
16142,199,62,2
16143,55,4,0
16144,192,7887,1
16145,172,4,1
16146,175,10,1
16147,148,27,1
16149,163,214,0
16150,106,0,0
16151,182,12,0
16152,106,0,0
16153,35,3,0
16154,151,29,1
16155,68,68,1
16156,159,1426,1
16157,105,595,1
16158,195,17,1
16159,78,240,2
16160,115,0,1
16161,55,449,2
16162,118,1146,1
16163,218,163,1
16164,186,2,1
16165,119,60,2
16166,52,6,0
16167,41,252,1
16168,26,27,1
16169,170,23,0
16170,105,7,1
16171,181,26,1
16172,200,53,1
16173,99,144,1
16174,110,1,1
16175,101,852,1
16176,61,582,1
16177,42,71,1
16178,77,659,1
16179,70,529,2
16180,28,14,0
16181,137,2,1
16182,183,44,1
16183,52,1538,1
16184,87,178,1
16185,38,7,1
16186,79,135,0
16187,104,48,1
16188,110,165,2
16189,141,908,1
16190,101,0,0
16191,180,46,1
16192,124,320,2
16194,71,33,1
16196,75,21,1
16199,62,15,1
16200,190,0,1
16201,92,2,0
16202,196,206,1
16204,200,599,2
16205,68,220,1
16206,56,69,3
16207,57,105,1
16208,179,1836,1
16209,100,12,0
16210,101,12,0
16211,200,102,1
16212,158,836,3
16213,169,122,0
16214,193,22,1
16215,55,345,2
16216,109,659,1
16217,109,659,1
16218,57,174,1
16220,158,645,0
16221,187,751,0
16222,52,1017,1
16223,194,645,0
16224,201,192,0
16225,88,3583,1
16226,91,10,0
16227,40,2,0
16228,45,0,1
16229,25,24,0
16230,51,0,0
16231,32,23,1
16232,177,10,2
16233,139,0,0
16235,46,3,0
16236,96,8,0
16237,165,523,1
16238,71,49,2
16239,106,0,0
16240,201,149,2
16241,51,72,1
16242,187,64,3
16243,125,362,1
16244,143,928,1
16245,44,0,1
16246,110,37,0
16247,71,37,0
16248,47,1,0
16249,172,246,2
16251,49,148,0
16252,106,6,0
16253,49,130,0
16254,88,0,0
16255,30,2,0
16257,83,207,1
16260,117,863,1
16261,77,64,1
16262,109,341,2
16263,86,1,0
16264,80,0,0
16266,51,1,3
16267,101,1269,1
16268,192,1619,1
16269,61,7,1
16270,105,279,1
16271,105,9,0
16272,60,2271,1
16273,73,548,1
16274,55,55,0
16275,56,0,0
16276,197,242,1
16277,171,22,0
16278,6,1,0
16279,191,0,0
16280,90,193,1
16281,107,23,0
16282,100,0,0
16283,71,63,1
16284,189,358,1
16285,52,0,0
16286,66,5,0
16287,146,70,0
16288,267,7,0
16289,70,57,1
16290,152,3,0
16291,115,410,2
16292,42,5,0
16293,45,456,1
16295,47,136,1
16296,108,758,2
16297,170,70,2
16298,65,70,0
16299,107,22,1
16300,48,73,0
16301,44,77,1
16302,56,159,4
16303,98,0,0
16304,86,17271,2
16305,40,160,1
16306,114,137,1
16307,124,0,0
16308,63,1393,1
16309,59,73,0
16310,88,279,1
16311,150,0,0
16312,165,28,1
16313,138,163,0
16314,50,54,1
16315,167,22,0
16316,116,41,0
16317,42,1,0
16318,158,1987,1
16319,156,8,1
16320,66,0,0
16321,75,75,1
16322,145,184,2
16323,69,97,1
16324,89,4513,1
16325,64,605,1
16326,45,785,1
16327,59,200,1
16328,153,337,2
16329,199,3,0
16330,50,11,1
16331,53,42,1
16332,109,4,1
16333,123,220,1
16334,39,337,1
16335,62,0,0
16336,140,70,1
16337,61,1953,1
16339,154,70,1
16340,198,16,2
16341,48,5,0
16342,28,5,0
16343,142,2,0
16344,196,637,1
16345,101,5,0
16346,111,13,0
16347,84,1,0
16348,149,75,0
16349,79,4,1
16350,59,1366,1
16351,147,3,0
16352,72,3,1
16353,19,1,0
16355,75,63,0
16356,39,1,0
16357,209,0,0
16358,64,21,1
16359,66,151,1
16360,31,35,0
16361,71,3,0
16362,119,2,0
16363,80,0,0
16364,117,29,2
16365,198,995,1
16366,182,381,0
16367,10,35,1
16368,102,160,2
16369,145,9,0
16370,159,4,0
16371,104,24,1
16372,102,13,2
16373,48,0,1
16374,153,0,0
16375,167,14,1
16377,197,103,0
16378,80,31,1
16379,39,637,0
16380,50,637,1
16381,81,9,1
16382,76,137,1
16383,98,57,1
16386,130,220,1
16387,173,517,2
16388,46,37,0
16389,141,76,0
16390,38,177,1
16391,55,88,1
16392,55,0,0
16393,87,170,2
16394,133,175,1
16395,86,0,0
16396,95,30,1
16398,91,156,1
16399,194,35,1
16400,75,1859,1
16401,130,70,1
16403,153,0,0
16404,156,63,0
16405,39,48,1
16406,82,99,0
16407,92,107,1
16408,196,9511,0
16410,38,2,1
16411,106,3,0
16412,129,3,0
16413,62,8,0
16414,78,23,0
16415,88,930,0
16416,56,66,1
16417,59,3,0
16418,189,298,1
16419,31,54,3
16421,132,1583,0
16422,76,157,3
16423,189,196,1
16424,111,121,1
16425,88,15,0
16426,188,256,1
16427,185,154,2
16428,29,1,0
16429,180,8,0
16430,24,0,0
16431,80,159,0
16432,201,269,1
16433,116,7,0
16434,42,6,0
16435,117,242,2
16436,40,0,0
16437,35,0,0
16438,71,50,1
16439,86,0,1
16440,195,182,0
16441,99,0,0
16442,24,18,1
16443,54,18,1
16444,80,1540,1
16445,125,2903,1
16446,83,6,0
16447,40,154,1
16448,41,78,1
16449,97,105,1
16450,124,374,0
16451,185,170,1
16452,131,32,0
16453,79,778,1
16454,145,512,1
16455,50,3,0
16456,71,365,1
16458,61,3,0
16459,60,12,1
16460,140,266,1
16461,75,22,1
16462,25,1949,1
16463,131,423,1
16464,53,2694,1
16466,70,2,1
16467,36,366,1
16468,72,42,0
16469,199,57,1
16470,194,11,0
16471,77,96,1
16472,108,2912,2
16474,25,1,0
16476,86,79,0
16477,66,5,0
16478,102,1861,1
16479,184,19,0
16480,166,214,1
16481,61,15,1
16482,35,554,1
16483,42,266,1
16484,156,92,0
16485,198,80,1
16486,113,621,1
16487,48,2,0
16488,29,3,0
16489,60,7,1
16490,40,0,0
16491,34,19,1
16492,80,48,0
16493,198,0,0
16494,57,14,0
16495,173,16,1
16496,120,880,1
16497,49,37,1
16498,142,5,0
16499,38,922,1
16500,63,2,0
16501,201,775,3
16502,30,3369,1
16503,62,8,1
16504,67,3369,1
